Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
646	Spectrogram 1	1	667.25	667.35	0.100000000000023	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	667.25	5047.200418195313.wav	FS	NA	BlobDetector	0.670550574817763
647	Spectrogram 1	1	668.45	668.87	0.419999999999959	0	457.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	668.45	5047.200418195313.wav	NN	NA	BlobDetector	0.813746052542654
648	Spectrogram 1	1	670.86	671.19	0.330000000000041	0	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	670.86	5047.200418195313.wav	NN	NA	BlobDetector	0.598202601504794
649	Spectrogram 1	1	671.32	671.42	0.0999999999999091	679.6875	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	671.32	5047.200418195313.wav	NN	NA	BlobDetector	0.999259259259259
650	Spectrogram 1	1	671.44	671.61	0.169999999999959	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	671.44	5047.200418195313.wav	NN	NA	BlobDetector	0.75031520154581
651	Spectrogram 1	1	672.35	672.73	0.379999999999995	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	672.35	5047.200418195313.wav	NN	NA	BlobDetector	0.896710189237396
652	Spectrogram 1	1	672.8	672.9	0.0999999999999091	0	117.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	672.8	5047.200418195313.wav	NN	NA	BlobDetector	0.529796990629204
653	Spectrogram 1	1	672.82	672.89	0.0699999999999363	152.34375	222.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	672.82	5047.200418195313.wav	NN	NA	BlobDetector	0.524673728613635
654	Spectrogram 1	1	673.35	673.43	0.0800000000000409	0	46.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	673.35	5047.200418195313.wav	NN	NA	BlobDetector	0.70800039345973
655	Spectrogram 1	1	673.53	673.62	0.0900000000000318	984.375	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	673.53	5047.200418195313.wav	NN	NA	BlobDetector	0.994523809523809
656	Spectrogram 1	1	673.87	674.05	0.180000000000064	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	673.87	5047.200418195313.wav	NN	NA	BlobDetector	0.729738216110195
657	Spectrogram 1	1	674.08	674.2	0.120000000000005	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	674.08	5047.200418195313.wav	NN	NA	BlobDetector	0.675246671356567
658	Spectrogram 1	1	674.33	674.41	0.0799999999999272	0	58.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	674.33	5047.200418195313.wav	NN	NA	BlobDetector	0.771168497116419
659	Spectrogram 1	1	675.4	675.46	0.0600000000000591	0	128.90625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	675.4	5047.200418195313.wav	NN	NA	BlobDetector	0.665275869547108
660	Spectrogram 1	1	675.4	675.45	0.0500000000000682	175.78125	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	675.4	5047.200418195313.wav	NN	NA	BlobDetector	0.535670299335371
661	Spectrogram 1	1	675.5	675.61	0.110000000000014	0	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	675.5	5047.200418195313.wav	FS	NA	BlobDetector	0.649920570226636
662	Spectrogram 1	1	675.8	675.91	0.1099999999999	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	675.8	5047.200418195313.wav	NN	NA	BlobDetector	0.628211116642847
663	Spectrogram 1	1	676.09	676.2	0.110000000000014	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	676.09	5047.200418195313.wav	FS	NA	BlobDetector	0.503619415299072
664	Spectrogram 1	1	676.51	677.08	0.57000000000005	0	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	676.51	5047.200418195313.wav	NN	NA	BlobDetector	0.80932690712464
665	Spectrogram 1	1	677.4	677.56	0.160000000000082	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	677.4	5047.200418195313.wav	NN	NA	BlobDetector	0.649139963720275
666	Spectrogram 1	1	677.74	677.88	0.139999999999986	0	480.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	677.74	5047.200418195313.wav	NN	NA	BlobDetector	0.512690770191985
667	Spectrogram 1	1	678.21	678.43	0.220000000000027	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	678.21	5047.200418195313.wav	NN	NA	BlobDetector	0.759525445616916
668	Spectrogram 1	1	678.5	678.59	0.0900000000000318	0	105.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	678.5	5047.200418195313.wav	NN	NA	BlobDetector	0.512080027573996
669	Spectrogram 1	1	679.17	679.22	0.0500000000000682	0	35.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	679.17	5047.200418195313.wav	NN	NA	BlobDetector	0.841401451185099
670	Spectrogram 1	1	679.77	679.86	0.0900000000000318	609.375	867.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	679.77	5047.200418195313.wav	NN	NA	BlobDetector	1
671	Spectrogram 1	1	680.33	680.45	0.120000000000005	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	680.33	5047.200418195313.wav	FS	NA	BlobDetector	0.694069132090976
672	Spectrogram 1	1	685.01	685.15	0.139999999999986	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	685.01	5047.200418195313.wav	NN	NA	BlobDetector	0.548158934158584
673	Spectrogram 1	1	685.45	685.51	0.0599999999999454	0	82.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	685.45	5047.200418195313.wav	NN	NA	BlobDetector	0.53489906401721
674	Spectrogram 1	1	685.86	685.98	0.120000000000005	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	685.86	5047.200418195313.wav	FS	NA	BlobDetector	0.568058211222107
675	Spectrogram 1	1	686.07	686.12	0.0499999999999545	949.21875	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	686.07	5047.200418195313.wav	NN	NA	BlobDetector	1
676	Spectrogram 1	1	686.43	686.57	0.139999999999986	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	686.43	5047.200418195313.wav	FS	NA	BlobDetector	0.674498171436452
677	Spectrogram 1	1	687.67	688.04	0.370000000000005	0	632.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	687.67	5047.200418195313.wav	NN	NA	BlobDetector	0.523192369917516
678	Spectrogram 1	1	688.63	688.81	0.180000000000064	0	597.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	688.63	5047.200418195313.wav	FS	NA	BlobDetector	0.65836040352468
679	Spectrogram 1	1	689.02	689.17	0.149999999999977	0	550.78125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	689.02	5047.200418195313.wav	FS	NA	BlobDetector	0.748113569498889
680	Spectrogram 1	1	689.31	689.39	0.0799999999999272	433.59375	574.21875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	689.31	5047.200418195313.wav	NN	NA	BlobDetector	0.968097257390196
681	Spectrogram 1	1	689.73	689.88	0.149999999999977	0	515.625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	689.73	5047.200418195313.wav	FS	NA	BlobDetector	0.636751156821337
682	Spectrogram 1	1	691.36	691.5	0.139999999999986	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	691.36	5047.200418195313.wav	NN	NA	BlobDetector	0.630884656208086
683	Spectrogram 1	1	692.26	692.36	0.100000000000023	937.5	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	692.26	5047.200418195313.wav	NN	NA	BlobDetector	0.997697841726619
684	Spectrogram 1	1	692.47	692.61	0.139999999999986	0	351.5625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	692.47	5047.200418195313.wav	NN	NA	BlobDetector	0.661727955833239
685	Spectrogram 1	1	695.36	695.44	0.0800000000000409	0	58.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	695.36	5047.200418195313.wav	NN	NA	BlobDetector	0.675439334893744
686	Spectrogram 1	1	695.7	695.76	0.0599999999999454	984.375	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	695.7	5047.200418195313.wav	NN	NA	BlobDetector	0.994523809523809
687	Spectrogram 1	1	698.44	698.62	0.17999999999995	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	698.44	5047.200418195313.wav	NN	NA	BlobDetector	0.663538354414491
688	Spectrogram 1	1	698.46	698.57	0.110000000000014	632.8125	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	698.46	5047.200418195313.wav	NN	NA	BlobDetector	1
689	Spectrogram 1	1	699.08	699.18	0.100000000000023	0	210.9375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	699.08	5047.200418195313.wav	NN	NA	BlobDetector	0.524617871702351
690	Spectrogram 1	1	701.02	701.16	0.139999999999986	0	339.84375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	701.02	5047.200418195313.wav	NN	NA	BlobDetector	0.557708015953924
691	Spectrogram 1	1	702.07	702.18	0.110000000000014	0	363.28125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	702.07	5047.200418195313.wav	NN	NA	BlobDetector	0.715920172959764
692	Spectrogram 1	1	705.46	705.56	0.100000000000023	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	705.46	5047.200418195313.wav	NN	NA	BlobDetector	0.635112452450066
693	Spectrogram 1	1	707.88	707.98	0.100000000000023	878.90625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	707.88	5047.200418195313.wav	NN	NA	BlobDetector	1
694	Spectrogram 1	1	708.21	708.31	0.100000000000023	0	222.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	708.21	5047.200418195313.wav	FS	NA	BlobDetector	0.564055463325182
695	Spectrogram 1	1	708.68	708.8	0.120000000000005	0	316.40625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	708.68	5047.200418195313.wav	NN	NA	BlobDetector	0.549054285077026
696	Spectrogram 1	1	709.9	710.12	0.220000000000027	0	316.40625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	709.9	5047.200418195313.wav	NN	NA	BlobDetector	0.760136119361479
697	Spectrogram 1	1	710.44	710.57	0.129999999999995	0	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	710.44	5047.200418195313.wav	FS	NA	BlobDetector	0.546723169973028
698	Spectrogram 1	1	710.87	711	0.129999999999995	0	316.40625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	710.87	5047.200418195313.wav	NN	NA	BlobDetector	0.544242388653898
699	Spectrogram 1	1	711.4	711.56	0.160000000000082	0	550.78125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	711.4	5047.200418195313.wav	NN	NA	BlobDetector	0.656403791758041
700	Spectrogram 1	1	711.94	712.07	0.129999999999995	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	711.94	5047.200418195313.wav	NN	NA	BlobDetector	0.607960166905509
701	Spectrogram 1	1	713.62	713.72	0.100000000000023	0	234.375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	713.62	5047.200418195313.wav	NN	NA	BlobDetector	0.675782336546658
702	Spectrogram 1	1	714.63	714.74	0.110000000000014	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	714.63	5047.200418195313.wav	FS	NA	BlobDetector	0.549112999775113
703	Spectrogram 1	1	714.95	715.08	0.129999999999995	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	714.95	5047.200418195313.wav	NN	NA	BlobDetector	0.626770502690255
704	Spectrogram 1	1	715.46	715.83	0.370000000000005	0	515.625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	715.46	5047.200418195313.wav	NN	NA	BlobDetector	0.740551495563466
705	Spectrogram 1	1	716.03	716.15	0.120000000000005	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	716.03	5047.200418195313.wav	FS	NA	BlobDetector	0.599974803270444
706	Spectrogram 1	1	716.52	716.76	0.240000000000009	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	716.52	5047.200418195313.wav	NN	NA	BlobDetector	0.606409576203358
707	Spectrogram 1	1	716.72	716.83	0.110000000000014	843.75	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	716.72	5047.200418195313.wav	NN	NA	BlobDetector	1
708	Spectrogram 1	1	716.84	716.95	0.110000000000014	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	716.84	5047.200418195313.wav	FS	NA	BlobDetector	0.717298559820125
709	Spectrogram 1	1	717.12	717.2	0.0800000000000409	199.21875	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	717.12	5047.200418195313.wav	FS	NA	BlobDetector	0.682201843774333
710	Spectrogram 1	1	717.14	717.21	0.07000000000005	0	46.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	717.14	5047.200418195313.wav	NN	NA	BlobDetector	0.591029694888768
711	Spectrogram 1	1	717.42	717.54	0.120000000000005	0	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	717.42	5047.200418195313.wav	FS	NA	BlobDetector	0.72661242785163
712	Spectrogram 1	1	717.89	718.03	0.139999999999986	0	351.5625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	717.89	5047.200418195313.wav	NN	NA	BlobDetector	0.625679483811082
713	Spectrogram 1	1	718.09	718.22	0.129999999999995	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	718.09	5047.200418195313.wav	NN	NA	BlobDetector	0.597467680069588
714	Spectrogram 1	1	718.56	718.7	0.139999999999986	0	363.28125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	718.56	5047.200418195313.wav	NN	NA	BlobDetector	0.529850662284883
715	Spectrogram 1	1	718.86	718.93	0.07000000000005	960.9375	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	718.86	5047.200418195313.wav	NN	NA	BlobDetector	1
716	Spectrogram 1	1	718.91	719.03	0.120000000000005	0	339.84375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	718.91	5047.200418195313.wav	NN	NA	BlobDetector	0.648884278818968
717	Spectrogram 1	1	718.96	719.06	0.100000000000023	773.4375	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	718.96	5047.200418195313.wav	NN	NA	BlobDetector	1
718	Spectrogram 1	1	720.34	720.49	0.149999999999977	0	210.9375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	720.34	5047.200418195313.wav	NN	NA	BlobDetector	0.724242595925307
719	Spectrogram 1	1	720.69	720.83	0.139999999999986	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	720.69	5047.200418195313.wav	FS	NA	BlobDetector	0.568142553420045
720	Spectrogram 1	1	720.94	721.26	0.319999999999936	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	720.94	5047.200418195313.wav	NN	NA	BlobDetector	0.748276777710556
721	Spectrogram 1	1	721.05	721.14	0.0899999999999181	890.625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	721.05	5047.200418195313.wav	NN	NA	BlobDetector	1
722	Spectrogram 1	1	721.31	721.43	0.120000000000005	0	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	721.31	5047.200418195313.wav	NN	NA	BlobDetector	0.616656434072336
723	Spectrogram 1	1	721.32	721.39	0.0699999999999363	902.34375	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	721.32	5047.200418195313.wav	NN	NA	BlobDetector	1
724	Spectrogram 1	1	721.82	721.92	0.0999999999999091	164.0625	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	721.82	5047.200418195313.wav	FS	NA	BlobDetector	0.567879142331406
725	Spectrogram 1	1	721.83	721.91	0.0799999999999272	0	58.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	721.83	5047.200418195313.wav	FS	NA	BlobDetector	0.535472732206977
726	Spectrogram 1	1	722.12	722.24	0.120000000000005	656.25	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	722.12	5047.200418195313.wav	NN	NA	BlobDetector	0.99219512195122
727	Spectrogram 1	1	722.55	722.68	0.129999999999995	0	339.84375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	722.55	5047.200418195313.wav	NN	NA	BlobDetector	0.59219818986997
728	Spectrogram 1	1	722.93	722.99	0.0599999999999454	152.34375	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	722.93	5047.200418195313.wav	NN	NA	BlobDetector	0.648346489122492
729	Spectrogram 1	1	723.18	723.31	0.129999999999995	0	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	723.18	5047.200418195313.wav	FS	NA	BlobDetector	0.55532761637036
730	Spectrogram 1	1	723.21	723.32	0.110000000000014	843.75	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	723.21	5047.200418195313.wav	NN	NA	BlobDetector	1
731	Spectrogram 1	1	723.61	723.73	0.120000000000005	0	316.40625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	723.61	5047.200418195313.wav	FS	NA	BlobDetector	0.596989053171495
732	Spectrogram 1	1	724.47	724.58	0.110000000000014	0	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	724.47	5047.200418195313.wav	FS	NA	BlobDetector	0.629428450335201
733	Spectrogram 1	1	725.16	725.29	0.129999999999995	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	725.16	5047.200418195313.wav	NN	NA	BlobDetector	0.730566318638499
734	Spectrogram 1	1	725.51	725.64	0.129999999999995	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	725.51	5047.200418195313.wav	NN	NA	BlobDetector	0.517875160838554
735	Spectrogram 1	1	725.67	725.87	0.200000000000045	0	527.34375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	725.67	5047.200418195313.wav	NN	NA	BlobDetector	0.817639892373673
736	Spectrogram 1	1	726.05	726.2	0.149999999999977	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	726.05	5047.200418195313.wav	NN	NA	BlobDetector	0.843118824058684
737	Spectrogram 1	1	726.53	726.62	0.0900000000000318	281.25	515.625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	726.53	5047.200418195313.wav	NN	NA	BlobDetector	0.644371917936693
738	Spectrogram 1	1	726.53	726.63	0.100000000000023	0	257.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	726.53	5047.200418195313.wav	FS	NA	BlobDetector	0.81437796212816
739	Spectrogram 1	1	726.93	727.03	0.0999999999999091	0	550.78125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	726.93	5047.200418195313.wav	FS	NA	BlobDetector	0.537561780890027
740	Spectrogram 1	1	727.32	727.42	0.0999999999999091	0	128.90625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	727.32	5047.200418195313.wav	FS	NA	BlobDetector	0.569231088387752
741	Spectrogram 1	1	727.33	727.42	0.0899999999999181	164.0625	503.90625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	727.33	5047.200418195313.wav	FS	NA	BlobDetector	0.51462442246621
742	Spectrogram 1	1	727.81	727.91	0.0999999999999091	199.21875	527.34375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	727.81	5047.200418195313.wav	NN	NA	BlobDetector	0.519114165037795
743	Spectrogram 1	1	728.17	728.3	0.130000000000109	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	728.17	5047.200418195313.wav	NN	NA	BlobDetector	0.593949984695844
744	Spectrogram 1	1	728.38	728.61	0.230000000000018	0	550.78125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	728.38	5047.200418195313.wav	NN	NA	BlobDetector	0.531449677211736
745	Spectrogram 1	1	728.88	728.99	0.110000000000014	0	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	728.88	5047.200418195313.wav	NN	NA	BlobDetector	0.56537213629322
746	Spectrogram 1	1	729.35	729.56	0.210000000000036	0	480.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	729.35	5047.200418195313.wav	NN	NA	BlobDetector	0.529163306297989
747	Spectrogram 1	1	732.55	732.65	0.0999999999999091	937.5	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	732.55	5047.200418195313.wav	NN	NA	BlobDetector	1
748	Spectrogram 1	1	733.73	733.83	0.100000000000023	0	257.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	733.73	5047.200418195313.wav	FS	NA	BlobDetector	0.703771334159422
749	Spectrogram 1	1	737.74	737.82	0.0800000000000409	0	82.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	737.74	5047.200418195313.wav	NN	NA	BlobDetector	0.572134569899756
750	Spectrogram 1	1	737.97	738.04	0.0699999999999363	445.3125	562.5	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	737.97	5047.200418195313.wav	NN	NA	BlobDetector	0.974675721347138
751	Spectrogram 1	1	740.36	740.45	0.0900000000000318	246.09375	468.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	740.36	5047.200418195313.wav	FS	NA	BlobDetector	0.650351892595951
752	Spectrogram 1	1	740.58	740.67	0.0899999999999181	269.53125	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	740.58	5047.200418195313.wav	NN	NA	BlobDetector	0.526374189800691
753	Spectrogram 1	1	740.75	740.82	0.07000000000005	949.21875	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	740.75	5047.200418195313.wav	NN	NA	BlobDetector	1
754	Spectrogram 1	1	742.57	742.67	0.0999999999999091	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	742.57	5047.200418195313.wav	FS	NA	BlobDetector	0.647168314316281
755	Spectrogram 1	1	743.52	743.63	0.110000000000014	0	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	743.52	5047.200418195313.wav	FS	NA	BlobDetector	0.593483324146359
756	Spectrogram 1	1	743.99	744.13	0.139999999999986	0	351.5625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	743.99	5047.200418195313.wav	NN	NA	BlobDetector	0.697232523402145
