Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
210	Spectrogram 1	1	232.47	232.54	0.0699999999999932	0	58.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	232.47	5047.200418195313.wav	NN	NA	BlobDetector	0.552243527794821
211	Spectrogram 1	1	232.5	232.58	0.0800000000000125	867.1875	937.5	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	232.5	5047.200418195313.wav	NN	NA	BlobDetector	0.9996875
212	Spectrogram 1	1	233.55	233.62	0.0699999999999932	0	46.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	233.55	5047.200418195313.wav	NN	NA	BlobDetector	0.734783424683914
213	Spectrogram 1	1	235.25	235.33	0.0800000000000125	0	46.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	235.25	5047.200418195313.wav	NN	NA	BlobDetector	0.682818179767481
214	Spectrogram 1	1	236.19	236.24	0.0500000000000114	269.53125	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	236.19	5047.200418195313.wav	NN	NA	BlobDetector	0.780764817353931
215	Spectrogram 1	1	236.21	236.27	0.0600000000000023	140.625	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	236.21	5047.200418195313.wav	NN	NA	BlobDetector	0.766907951460238
216	Spectrogram 1	1	236.46	236.51	0.0499999999999829	257.8125	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	236.46	5047.200418195313.wav	NN	NA	BlobDetector	0.831916098712832
217	Spectrogram 1	1	237.46	237.53	0.0699999999999932	0	35.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	237.46	5047.200418195313.wav	NN	NA	BlobDetector	0.684618777728935
218	Spectrogram 1	1	240.08	240.2	0.120000000000005	0	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	240.08	5047.200418195313.wav	NN	NA	BlobDetector	0.546287563654265
219	Spectrogram 1	1	240.32	240.56	0.240000000000009	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	240.32	5047.200418195313.wav	NN	NA	BlobDetector	0.651658987507607
220	Spectrogram 1	1	240.58	240.69	0.109999999999985	0	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	240.58	5047.200418195313.wav	NN	NA	BlobDetector	0.570507524444725
221	Spectrogram 1	1	241.28	241.36	0.0800000000000125	949.21875	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	241.28	5047.200418195313.wav	NN	NA	BlobDetector	1
222	Spectrogram 1	1	241.3	241.53	0.22999999999999	0	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	241.3	5047.200418195313.wav	NN	NA	BlobDetector	0.632006520426825
223	Spectrogram 1	1	241.81	241.95	0.140000000000015	0	480.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	241.81	5047.200418195313.wav	NN	NA	BlobDetector	0.700273937879165
224	Spectrogram 1	1	242.18	242.31	0.129999999999995	0	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	242.18	5047.200418195313.wav	FS	NA	BlobDetector	0.695366476743835
225	Spectrogram 1	1	243.21	243.32	0.109999999999985	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	243.21	5047.200418195313.wav	NN	NA	BlobDetector	0.632402563260561
226	Spectrogram 1	1	244.83	244.92	0.0900000000000034	82.03125	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	244.83	5047.200418195313.wav	NN	NA	BlobDetector	0.58245381364001
227	Spectrogram 1	1	250.11	250.22	0.109999999999985	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	250.11	5047.200418195313.wav	FS	NA	BlobDetector	0.578892288591682
228	Spectrogram 1	1	251.88	251.97	0.0900000000000034	152.34375	363.28125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	251.88	5047.200418195313.wav	FS	NA	BlobDetector	0.90899734779061
229	Spectrogram 1	1	252.1	252.26	0.160000000000025	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	252.1	5047.200418195313.wav	FS	NA	BlobDetector	0.604219361325571
230	Spectrogram 1	1	254.71	254.8	0.0900000000000034	0	117.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	254.71	5047.200418195313.wav	FS	NA	BlobDetector	0.526310283532766
231	Spectrogram 1	1	255.53	255.6	0.0699999999999932	972.65625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	255.53	5047.200418195313.wav	NN	NA	BlobDetector	1
232	Spectrogram 1	1	257.43	257.53	0.100000000000023	843.75	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	257.43	5047.200418195313.wav	NN	NA	BlobDetector	1
233	Spectrogram 1	1	257.85	257.98	0.129999999999995	0	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	257.85	5047.200418195313.wav	NN	NA	BlobDetector	0.747248870672431
234	Spectrogram 1	1	258.28	258.41	0.129999999999995	0	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	258.28	5047.200418195313.wav	FS	NA	BlobDetector	0.604308553950876
235	Spectrogram 1	1	258.55	258.65	0.0999999999999659	691.40625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	258.55	5047.200418195313.wav	NN	NA	BlobDetector	0.994563106796116
236	Spectrogram 1	1	258.81	258.94	0.129999999999995	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	258.81	5047.200418195313.wav	NN	NA	BlobDetector	0.692632051297374
237	Spectrogram 1	1	259.32	259.44	0.120000000000005	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	259.32	5047.200418195313.wav	NN	NA	BlobDetector	0.695741999338242
238	Spectrogram 1	1	260.15	260.24	0.0900000000000318	175.78125	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	260.15	5047.200418195313.wav	FS	NA	BlobDetector	0.869147210664593
239	Spectrogram 1	1	260.29	260.7	0.409999999999968	0	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	260.29	5047.200418195313.wav	NN	NA	BlobDetector	0.712075051563675
240	Spectrogram 1	1	260.78	260.88	0.0999999999999659	0	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	260.78	5047.200418195313.wav	FS	NA	BlobDetector	0.721102479311647
241	Spectrogram 1	1	261.6	261.66	0.0600000000000023	105.46875	210.9375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	261.6	5047.200418195313.wav	NN	NA	BlobDetector	0.650961190671768
242	Spectrogram 1	1	262.08	262.17	0.0900000000000318	105.46875	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	262.08	5047.200418195313.wav	FS	NA	BlobDetector	0.789497488946372
243	Spectrogram 1	1	262.23	262.32	0.089999999999975	128.90625	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	262.23	5047.200418195313.wav	FS	NA	BlobDetector	0.884293455923579
244	Spectrogram 1	1	262.42	262.51	0.089999999999975	128.90625	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	262.42	5047.200418195313.wav	FS	NA	BlobDetector	0.815807698905021
245	Spectrogram 1	1	262.54	262.64	0.0999999999999659	117.1875	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	262.54	5047.200418195313.wav	FS	NA	BlobDetector	0.751389069250417
246	Spectrogram 1	1	262.94	263.03	0.0900000000000318	46.875	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	262.94	5047.200418195313.wav	FS	NA	BlobDetector	0.727273947467965
247	Spectrogram 1	1	262.95	263.02	0.0699999999999932	304.6875	351.5625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	262.95	5047.200418195313.wav	NN	NA	BlobDetector	0.73475153062346
248	Spectrogram 1	1	263.52	263.63	0.110000000000014	58.59375	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	263.52	5047.200418195313.wav	FS	NA	BlobDetector	0.536589048828222
249	Spectrogram 1	1	264.88	265.4	0.519999999999982	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	264.88	5047.200418195313.wav	NN	NA	BlobDetector	0.621940300131595
250	Spectrogram 1	1	267.52	267.61	0.0900000000000318	855.46875	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	267.52	5047.200418195313.wav	NN	NA	BlobDetector	0.998214285714286
251	Spectrogram 1	1	268.48	268.56	0.0799999999999841	878.90625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	268.48	5047.200418195313.wav	NN	NA	BlobDetector	1
252	Spectrogram 1	1	269.93	270.05	0.120000000000005	0	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	269.93	5047.200418195313.wav	NN	NA	BlobDetector	0.564037861466231
253	Spectrogram 1	1	271.65	271.75	0.100000000000023	878.90625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	271.65	5047.200418195313.wav	NN	NA	BlobDetector	1
254	Spectrogram 1	1	273.24	273.4	0.160000000000025	0	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	273.24	5047.200418195313.wav	NN	NA	BlobDetector	0.78049035531168
255	Spectrogram 1	1	279.32	279.37	0.0500000000000114	972.65625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	279.32	5047.200418195313.wav	NN	NA	BlobDetector	1
256	Spectrogram 1	1	282.78	282.96	0.17999999999995	0	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	282.78	5047.200418195313.wav	NN	NA	BlobDetector	0.840393110489767
257	Spectrogram 1	1	283.04	283.16	0.120000000000005	0	316.40625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	283.04	5047.200418195313.wav	NN	NA	BlobDetector	0.574463491034224
258	Spectrogram 1	1	283.08	283.14	0.0600000000000023	339.84375	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	283.08	5047.200418195313.wav	NN	NA	BlobDetector	0.767830671863916
259	Spectrogram 1	1	284.72	284.78	0.0600000000000023	0	58.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	284.72	5047.200418195313.wav	NN	NA	BlobDetector	0.620353657995399
260	Spectrogram 1	1	285.22	285.33	0.109999999999957	0	363.28125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	285.22	5047.200418195313.wav	NN	NA	BlobDetector	0.638862033915563
261	Spectrogram 1	1	285.65	285.77	0.119999999999948	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	285.65	5047.200418195313.wav	FS	NA	BlobDetector	0.663944640529338
262	Spectrogram 1	1	285.86	285.91	0.0500000000000114	140.625	210.9375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	285.86	5047.200418195313.wav	NN	NA	BlobDetector	0.610934426096899
263	Spectrogram 1	1	286.36	286.62	0.259999999999991	0	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	286.36	5047.200418195313.wav	NN	NA	BlobDetector	0.838189443484924
264	Spectrogram 1	1	286.87	286.92	0.0500000000000114	0	70.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	286.87	5047.200418195313.wav	NN	NA	BlobDetector	0.651175066084712
265	Spectrogram 1	1	287.59	287.67	0.0799999999999841	46.875	199.21875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	287.59	5047.200418195313.wav	FS	NA	BlobDetector	0.66439947242908
266	Spectrogram 1	1	288.85	288.97	0.120000000000005	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	288.85	5047.200418195313.wav	NN	NA	BlobDetector	0.692644270964991
267	Spectrogram 1	1	291.04	291.12	0.0799999999999841	691.40625	996.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	291.04	5047.200418195313.wav	NN	NA	BlobDetector	0.99974025974026
268	Spectrogram 1	1	292.16	292.22	0.0600000000000023	0	82.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	292.16	5047.200418195313.wav	NN	NA	BlobDetector	0.534634439614478
269	Spectrogram 1	1	292.33	292.44	0.110000000000014	0	93.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	292.33	5047.200418195313.wav	NN	NA	BlobDetector	0.764839495695934
270	Spectrogram 1	1	292.46	292.58	0.120000000000005	0	93.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	292.46	5047.200418195313.wav	NN	NA	BlobDetector	0.682613587262147
271	Spectrogram 1	1	293.42	293.54	0.120000000000005	0	304.6875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	293.42	5047.200418195313.wav	FS	NA	BlobDetector	0.527156202688067
272	Spectrogram 1	1	293.59	293.71	0.119999999999948	0	316.40625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	293.59	5047.200418195313.wav	FS	NA	BlobDetector	0.653788626297302
273	Spectrogram 1	1	298.68	298.74	0.0600000000000023	984.375	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	298.68	5047.200418195313.wav	NN	NA	BlobDetector	0.994523809523809
274	Spectrogram 1	1	303.05	303.14	0.089999999999975	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	303.05	5047.200418195313.wav	NN	NA	BlobDetector	0.639342522676626
275	Spectrogram 1	1	303.72	303.82	0.0999999999999659	46.875	351.5625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	303.72	5047.200418195313.wav	NN	NA	BlobDetector	0.606855143351845
276	Spectrogram 1	1	304.01	304.13	0.120000000000005	0	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	304.01	5047.200418195313.wav	NN	NA	BlobDetector	0.771125973050511
277	Spectrogram 1	1	304.94	305.05	0.110000000000014	35.15625	363.28125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	304.94	5047.200418195313.wav	NN	NA	BlobDetector	0.523121463428018
278	Spectrogram 1	1	305.27	305.37	0.100000000000023	46.875	351.5625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	305.27	5047.200418195313.wav	NN	NA	BlobDetector	0.513994371156473
279	Spectrogram 1	1	305.61	305.73	0.120000000000005	23.4375	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	305.61	5047.200418195313.wav	FS	NA	BlobDetector	0.599711399485855
280	Spectrogram 1	1	306.16	306.27	0.109999999999957	35.15625	351.5625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	306.16	5047.200418195313.wav	NN	NA	BlobDetector	0.631924834898949
281	Spectrogram 1	1	306.4	306.52	0.119999999999948	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	306.4	5047.200418195313.wav	NN	NA	BlobDetector	0.756723987259198
282	Spectrogram 1	1	306.71	306.83	0.120000000000005	23.4375	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	306.71	5047.200418195313.wav	NN	NA	BlobDetector	0.581709622172417
283	Spectrogram 1	1	307.12	307.23	0.110000000000014	46.875	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	307.12	5047.200418195313.wav	NN	NA	BlobDetector	0.80091695455562
284	Spectrogram 1	1	307.58	307.68	0.100000000000023	93.75	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	307.58	5047.200418195313.wav	FS	NA	BlobDetector	0.697802773700027
285	Spectrogram 1	1	308.16	308.25	0.089999999999975	46.875	339.84375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	308.16	5047.200418195313.wav	FS	NA	BlobDetector	0.760421216276644
286	Spectrogram 1	1	308.27	308.41	0.140000000000043	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	308.27	5047.200418195313.wav	NN	NA	BlobDetector	0.635249288166537
287	Spectrogram 1	1	308.69	308.74	0.0500000000000114	550.78125	667.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	308.69	5047.200418195313.wav	NN	NA	BlobDetector	0.985310743227981
288	Spectrogram 1	1	309.25	309.64	0.389999999999986	0	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	309.25	5047.200418195313.wav	NN	NA	BlobDetector	0.647206913860418
289	Spectrogram 1	1	309.98	310.07	0.089999999999975	0	70.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	309.98	5047.200418195313.wav	FS	NA	BlobDetector	0.512426604541263
290	Spectrogram 1	1	311.1	311.2	0.0999999999999659	0	234.375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	311.1	5047.200418195313.wav	NN	NA	BlobDetector	0.656327888723469
291	Spectrogram 1	1	312.68	312.77	0.089999999999975	58.59375	351.5625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	312.68	5047.200418195313.wav	NN	NA	BlobDetector	0.660211791872512
292	Spectrogram 1	1	313.17	313.24	0.0699999999999932	93.75	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	313.17	5047.200418195313.wav	FS	NA	BlobDetector	0.78010475969217
293	Spectrogram 1	1	314.43	314.54	0.110000000000014	35.15625	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	314.43	5047.200418195313.wav	FS	NA	BlobDetector	0.565223048769025
294	Spectrogram 1	1	314.59	314.71	0.119999999999948	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	314.59	5047.200418195313.wav	NN	NA	BlobDetector	0.612502047628291
295	Spectrogram 1	1	315.22	315.39	0.169999999999959	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	315.22	5047.200418195313.wav	NN	NA	BlobDetector	0.65327045795335
296	Spectrogram 1	1	315.97	316.18	0.20999999999998	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	315.97	5047.200418195313.wav	NN	NA	BlobDetector	0.507846639472697
297	Spectrogram 1	1	316.38	316.48	0.100000000000023	58.59375	351.5625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	316.38	5047.200418195313.wav	FS	NA	BlobDetector	0.603302541636805
298	Spectrogram 1	1	316.67	317.39	0.71999999999997	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	316.67	5047.200418195313.wav	NN	NA	BlobDetector	0.760219305755529
299	Spectrogram 1	1	318.07	318.2	0.129999999999995	0	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	318.07	5047.200418195313.wav	NN	NA	BlobDetector	0.812229756947266
300	Spectrogram 1	1	319.06	319.15	0.0900000000000318	0	339.84375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	319.06	5047.200418195313.wav	NN	NA	BlobDetector	0.722515471258132
301	Spectrogram 1	1	319.25	319.36	0.110000000000014	23.4375	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	319.25	5047.200418195313.wav	FS	NA	BlobDetector	0.594295771461021
302	Spectrogram 1	1	319.83	319.88	0.0500000000000114	210.9375	257.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	319.83	5047.200418195313.wav	NN	NA	BlobDetector	0.670730556167826
303	Spectrogram 1	1	319.83	319.89	0.0600000000000023	35.15625	70.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	319.83	5047.200418195313.wav	NN	NA	BlobDetector	0.531283444695638
304	Spectrogram 1	1	320.77	320.91	0.140000000000043	0	339.84375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	320.77	5047.200418195313.wav	NN	NA	BlobDetector	0.864889347696889
305	Spectrogram 1	1	323.8	323.92	0.120000000000005	23.4375	621.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	323.8	5047.200418195313.wav	NN	NA	BlobDetector	0.770005434292802
306	Spectrogram 1	1	327.76	327.91	0.150000000000034	0	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	327.76	5047.200418195313.wav	NN	NA	BlobDetector	0.752858837388125
307	Spectrogram 1	1	329.04	329.14	0.0999999999999659	82.03125	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	329.04	5047.200418195313.wav	NN	NA	BlobDetector	0.756588557610843
308	Spectrogram 1	1	329.7	329.8	0.100000000000023	0	105.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	329.7	5047.200418195313.wav	NN	NA	BlobDetector	0.81314463603147
309	Spectrogram 1	1	330.78	330.83	0.0499999999999545	46.875	105.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	330.78	5047.200418195313.wav	NN	NA	BlobDetector	0.819496057962435
310	Spectrogram 1	1	331.4	331.66	0.259999999999991	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	331.4	5047.200418195313.wav	FS	NA	BlobDetector	0.507445555995523
311	Spectrogram 1	1	332.04	332.09	0.0500000000000114	0	58.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	332.04	5047.200418195313.wav	NN	NA	BlobDetector	0.61376126849715
312	Spectrogram 1	1	334.01	334.1	0.0900000000000318	902.34375	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	334.01	5047.200418195313.wav	NN	NA	BlobDetector	1
313	Spectrogram 1	1	336.81	336.9	0.0900000000000318	925.78125	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	336.81	5047.200418195313.wav	NN	NA	BlobDetector	1
314	Spectrogram 1	1	339.2	339.31	0.110000000000014	35.15625	363.28125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	339.2	5047.200418195313.wav	NN	NA	BlobDetector	0.680350500715002
315	Spectrogram 1	1	342.24	342.46	0.21999999999997	0	234.375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	342.24	5047.200418195313.wav	NN	NA	BlobDetector	0.562554711801533
316	Spectrogram 1	1	343.32	343.43	0.110000000000014	46.875	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	343.32	5047.200418195313.wav	NN	NA	BlobDetector	0.563044831563614
317	Spectrogram 1	1	343.87	343.99	0.120000000000005	0	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	343.87	5047.200418195313.wav	FS	NA	BlobDetector	0.659837220734456
318	Spectrogram 1	1	344.5	344.57	0.0699999999999932	0	82.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	344.5	5047.200418195313.wav	NN	NA	BlobDetector	0.545578270351888
319	Spectrogram 1	1	347.09	347.24	0.149999999999977	0	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	347.09	5047.200418195313.wav	NN	NA	BlobDetector	0.536865449682851
